Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.4599        -157.9651    -158.8219       0.8568   276.2
0.4600        -157.9638    -158.8216       0.8578   276.5
0.4601        -157.9640    -158.8214       0.8574   276.4
0.4602        -157.9605    -158.8214       0.8609   277.5
0.4603        -157.9587    -158.8211       0.8624   278.0
0.4604        -157.9587    -158.8209       0.8623   278.0
0.4605        -157.9578    -158.8209       0.8631   278.2
0.4606        -157.9589    -158.8208       0.8619   277.8
0.4607        -157.9557    -158.8207       0.8650   278.8
0.4608        -157.9550    -158.8207       0.8657   279.1
0.4609        -157.9563    -158.8207       0.8644   278.6
0.4610        -157.9608    -158.8207       0.8599   277.2
0.4611        -157.9621    -158.8209       0.8588   276.8
0.4612        -157.9594    -158.8208       0.8615   277.7
0.4613        -157.9585    -158.8208       0.8623   277.9
0.4614        -157.9594    -158.8209       0.8615   277.7
0.4615        -157.9614    -158.8210       0.8596   277.1
0.4616        -157.9610    -158.8211       0.8601   277.2
0.4617        -157.9587    -158.8212       0.8625   278.0
0.4618        -157.9554    -158.8214       0.8660   279.1
0.4619        -157.9571    -158.8215       0.8644   278.6
0.4620        -157.9579    -158.8217       0.8638   278.4
0.4621        -157.9577    -158.8218       0.8641   278.5
0.4622        -157.9588    -158.8218       0.8630   278.2
0.4623        -157.9578    -158.8220       0.8641   278.5
0.4624        -157.9554    -158.8221       0.8667   279.4
0.4625        -157.9548    -158.8222       0.8673   279.6
0.4626        -157.9502    -158.8223       0.8721   281.1
0.4627        -157.9518    -158.8225       0.8707   280.7
0.4628        -157.9533    -158.8226       0.8694   280.2
0.4629        -157.9526    -158.8228       0.8702   280.5
0.4630        -157.9528    -158.8229       0.8701   280.5
0.4631        -157.9518    -158.8230       0.8712   280.8
0.4632        -157.9511    -158.8232       0.8720   281.1
0.4633        -157.9515    -158.8232       0.8717   281.0
0.4634        -157.9534    -158.8235       0.8700   280.4
0.4635        -157.9512    -158.8236       0.8724   281.2
0.4636        -157.9523    -158.8238       0.8715   280.9
0.4637        -157.9531    -158.8240       0.8709   280.7
0.4638        -157.9523    -158.8243       0.8720   281.1
0.4639        -157.9518    -158.8245       0.8727   281.3
0.4640        -157.9519    -158.8253       0.8734   281.6
0.4641        -157.9505    -158.8249       0.8744   281.9
0.4642        -157.9512    -158.8251       0.8739   281.7
0.4643        -157.9519    -158.8252       0.8732   281.5
0.4644        -157.9517    -158.8253       0.8736   281.6
0.4645        -157.9496    -158.8254       0.8758   282.3
0.4646        -157.9508    -158.8255       0.8746   281.9
0.4647        -157.9530    -158.8255       0.8725   281.3
0.4648        -157.9513    -158.8256       0.8743   281.8
0.4649        -157.9497    -158.8255       0.8758   282.3
0.4650        -157.9489    -158.8257       0.8768   282.6
0.4651        -157.9493    -158.8256       0.8764   282.5
0.4652        -157.9485    -158.8254       0.8769   282.7
0.4653        -157.9476    -158.8255       0.8779   283.0
0.4654        -157.9479    -158.8253       0.8774   282.8
0.4655        -157.9489    -158.8253       0.8764   282.5
0.4656        -157.9480    -158.8252       0.8772   282.8
0.4657        -157.9484    -158.8250       0.8765   282.6
0.4658        -157.9489    -158.8248       0.8759   282.3
0.4659        -157.9492    -158.8251       0.8759   282.3
0.4660        -157.9499    -158.8244       0.8745   281.9
0.4661        -157.9496    -158.8241       0.8745   281.9
0.4662        -157.9496    -158.8239       0.8744   281.8
0.4663        -157.9481    -158.8235       0.8755   282.2
0.4664        -157.9469    -158.8233       0.8764   282.5
0.4665        -157.9434    -158.8229       0.8795   283.5
0.4666        -157.9429    -158.8228       0.8799   283.6
0.4667        -157.9424    -158.8222       0.8798   283.6
0.4668        -157.9426    -158.8218       0.8791   283.4
0.4669        -157.9405    -158.8214       0.8808   283.9
0.4670        -157.9404    -158.8210       0.8805   283.8
0.4671        -157.9420    -158.8205       0.8786   283.2
0.4672        -157.9429    -158.8200       0.8771   282.7
0.4673        -157.9409    -158.8196       0.8788   283.3
0.4674        -157.9422    -158.8191       0.8769   282.7
0.4675        -157.9419    -158.8186       0.8767   282.6
0.4676        -157.9387    -158.8180       0.8793   283.4
0.4677        -157.9363    -158.8175       0.8812   284.1
0.4678        -157.9371    -158.8170       0.8799   283.6
0.4679        -157.9376    -158.8163       0.8788   283.3
0.4680        -157.9368    -158.8157       0.8789   283.3
0.4681        -157.9380    -158.8155       0.8775   282.9
0.4682        -157.9339    -158.8144       0.8805   283.8
0.4683        -157.9344    -158.8136       0.8792   283.4
0.4684        -157.9333    -158.8129       0.8797   283.6
0.4685        -157.9316    -158.8122       0.8806   283.9
0.4686        -157.9335    -158.8114       0.8779   283.0
0.4687        -157.9339    -158.8107       0.8767   282.6
0.4688        -157.9363    -158.8097       0.8735   281.6
0.4689        -157.9363    -158.8090       0.8727   281.3
0.4690        -157.9338    -158.8081       0.8743   281.8
0.4691        -157.9345    -158.8073       0.8727   281.3
0.4692        -157.9340    -158.8064       0.8724   281.2
0.4693        -157.9351    -158.8055       0.8704   280.6
0.4694        -157.9352    -158.8049       0.8697   280.4
0.4695        -157.9356    -158.8036       0.8680   279.8
0.4696        -157.9361    -158.8028       0.8667   279.4
0.4697        -157.9372    -158.8017       0.8645   278.7
0.4698        -157.9350    -158.8010       0.8660   279.1
0.4699        -157.9363    -158.7999       0.8636   278.4
0.4700        -157.9378    -158.7991       0.8613   277.6
0.4701        -157.9364    -158.7982       0.8617   277.8
0.4702        -157.9345    -158.7973       0.8627   278.1
0.4703        -157.9317    -158.7963       0.8647   278.7
0.4704        -157.9346    -158.7954       0.8608   277.5
0.4705        -157.9318    -158.7944       0.8626   278.1
0.4706        -157.9294    -158.7935       0.8642   278.6
0.4707        -157.9275    -158.7926       0.8652   278.9
0.4708        -157.9260    -158.7917       0.8657   279.1
0.4709        -157.9275    -158.7906       0.8631   278.2
0.4710        -157.9270    -158.7899       0.8629   278.2
0.4711        -157.9300    -158.7890       0.8590   276.9
0.4712        -157.9292    -158.7885       0.8592   277.0
0.4713        -157.9309    -158.7872       0.8563   276.0
0.4714        -157.9315    -158.7862       0.8548   275.5
0.4715        -157.9314    -158.7853       0.8539   275.2
0.4716        -157.9315    -158.7844       0.8528   274.9
0.4717        -157.9342    -158.7834       0.8492   273.7
0.4718        -157.9350    -158.7826       0.8477   273.2
0.4719        -157.9326    -158.7817       0.8492   273.7
0.4720        -157.9318    -158.7808       0.8490   273.7
0.4721        -157.9316    -158.7798       0.8482   273.4
0.4722        -157.9284    -158.7789       0.8504   274.1
0.4723        -157.9276    -158.7781       0.8505   274.2
0.4724        -157.9281    -158.7771       0.8490   273.7
0.4725        -157.9260    -158.7764       0.8504   274.1
0.4726        -157.9249    -158.7754       0.8504   274.1
0.4727        -157.9244    -158.7745       0.8501   274.0
0.4728        -157.9278    -158.7736       0.8458   272.6
0.4729        -157.9276    -158.7728       0.8452   272.4
0.4730        -157.9264    -158.7719       0.8455   272.6
0.4731        -157.9269    -158.7710       0.8441   272.1
0.4732        -157.9242    -158.7702       0.8460   272.7
0.4733        -157.9203    -158.7694       0.8491   273.7
0.4734        -157.9211    -158.7684       0.8473   273.1
0.4735        -157.9217    -158.7679       0.8462   272.8
0.4736        -157.9232    -158.7672       0.8441   272.1
0.4737        -157.9235    -158.7663       0.8428   271.7
0.4738        -157.9224    -158.7657       0.8433   271.8
0.4739        -157.9220    -158.7648       0.8429   271.7
0.4740        -157.9207    -158.7642       0.8436   271.9
0.4741        -157.9218    -158.7638       0.8420   271.4
0.4742        -157.9210    -158.7630       0.8420   271.4
0.4743        -157.9224    -158.7625       0.8401   270.8
0.4744        -157.9214    -158.7617       0.8403   270.9
0.4745        -157.9202    -158.7614       0.8411   271.1
0.4746        -157.9188    -158.7606       0.8419   271.4
0.4747        -157.9180    -158.7603       0.8422   271.5
0.4748        -157.9164    -158.7596       0.8433   271.8
0.4749        -157.9175    -158.7592       0.8417   271.3
0.4750        -157.9150    -158.7588       0.8438   272.0
0.4751        -157.9154    -158.7583       0.8428   271.7
0.4752        -157.9152    -158.7577       0.8425   271.6
0.4753        -157.9169    -158.7573       0.8403   270.9
0.4754        -157.9164    -158.7571       0.8407   271.0
0.4755        -157.9153    -158.7565       0.8412   271.1
0.4756        -157.9162    -158.7562       0.8400   270.8
0.4757        -157.9163    -158.7558       0.8395   270.6
0.4758        -157.9182    -158.7557       0.8375   270.0
0.4759        -157.9187    -158.7552       0.8365   269.6
0.4760        -157.9200    -158.7552       0.8352   269.2
0.4761        -157.9187    -158.7548       0.8361   269.5
0.4762        -157.9193    -158.7548       0.8354   269.3
0.4763        -157.9188    -158.7546       0.8358   269.4
0.4764        -157.9176    -158.7545       0.8369   269.8
0.4765        -157.9182    -158.7543       0.8362   269.5
0.4766        -157.9168    -158.7544       0.8376   270.0
0.4767        -157.9174    -158.7544       0.8370   269.8
0.4768        -157.9156    -158.7545       0.8389   270.4
0.4769        -157.9165    -158.7546       0.8381   270.2
0.4770        -157.9171    -158.7550       0.8380   270.1
0.4771        -157.9168    -158.7551       0.8383   270.2
0.4772        -157.9182    -158.7551       0.8369   269.8
0.4773        -157.9173    -158.7555       0.8382   270.2
0.4774        -157.9170    -158.7556       0.8386   270.3
0.4775        -157.9157    -158.7560       0.8403   270.9
0.4776        -157.9131    -158.7562       0.8432   271.8
0.4777        -157.9113    -158.7567       0.8454   272.5
0.4778        -157.9123    -158.7573       0.8450   272.4
0.4779        -157.9103    -158.7577       0.8474   273.2
0.4780        -157.9106    -158.7583       0.8477   273.2
0.4781        -157.9096    -158.7589       0.8492   273.8
0.4782        -157.9128    -158.7593       0.8466   272.9
0.4783        -157.9116    -158.7599       0.8484   273.5
0.4784        -157.9108    -158.7603       0.8495   273.8
0.4785        -157.9091    -158.7610       0.8519   274.6
0.4786        -157.9087    -158.7617       0.8531   275.0
0.4787        -157.9072    -158.7623       0.8552   275.7
0.4788        -157.9077    -158.7629       0.8552   275.7
0.4789        -157.9080    -158.7637       0.8557   275.8
0.4790        -157.9089    -158.7642       0.8553   275.7
0.4791        -157.9073    -158.7651       0.8578   276.5
0.4792        -157.9090    -158.7654       0.8564   276.1
0.4793        -157.9083    -158.7666       0.8583   276.7
0.4794        -157.9087    -158.7668       0.8581   276.6
0.4795        -157.9106    -158.7678       0.8572   276.3
0.4796        -157.9110    -158.7682       0.8573   276.3
0.4797        -157.9115    -158.7689       0.8575   276.4
0.4798        -157.9095    -158.7696       0.8601   277.3
0.4799        -157.9072    -158.7702       0.8630   278.2
0.4800        -157.9069    -158.7708       0.8639   278.5
0.4801        -157.9096    -158.7715       0.8619   277.8
0.4802        -157.9094    -158.7720       0.8625   278.0
0.4803        -157.9075    -158.7728       0.8653   278.9
0.4804        -157.9062    -158.7732       0.8670   279.5
0.4805        -157.9069    -158.7742       0.8673   279.6
0.4806        -157.9070    -158.7745       0.8674   279.6
0.4807        -157.9079    -158.7752       0.8673   279.6
0.4808        -157.9064    -158.7757       0.8693   280.2
0.4809        -157.9081    -158.7764       0.8683   279.9
0.4810        -157.9070    -158.7769       0.8698   280.4
0.4811        -157.9042    -158.7774       0.8733   281.5
0.4812        -157.9027    -158.7780       0.8753   282.2
0.4813        -157.9020    -158.7784       0.8764   282.5
0.4814        -157.9031    -158.7793       0.8763   282.5
0.4815        -157.9017    -158.7794       0.8777   282.9
0.4816        -157.9046    -158.7799       0.8753   282.2
0.4817        -157.9071    -158.7807       0.8736   281.6
0.4818        -157.9065    -158.7809       0.8743   281.8
0.4819        -157.9037    -158.7810       0.8772   282.8
0.4820        -157.9020    -158.7817       0.8797   283.6
0.4821        -157.9014    -158.7818       0.8804   283.8
0.4822        -157.9016    -158.7820       0.8804   283.8
0.4823        -157.9034    -158.7820       0.8787   283.2
0.4824        -157.9025    -158.7824       0.8799   283.6
0.4825        -157.9025    -158.7823       0.8798   283.6
0.4826        -157.9030    -158.7829       0.8800   283.7
0.4827        -157.9029    -158.7825       0.8797   283.6
0.4828        -157.9061    -158.7829       0.8769   282.7
0.4829        -157.9038    -158.7827       0.8789   283.3
0.4830        -157.9033    -158.7831       0.8798   283.6
0.4831        -157.9029    -158.7827       0.8797   283.6
0.4832        -157.9016    -158.7835       0.8819   284.3
0.4833        -157.8997    -158.7825       0.8828   284.6
0.4834        -157.8987    -158.7828       0.8840   285.0
0.4835        -157.8974    -158.7821       0.8847   285.2
0.4836        -157.8977    -158.7822       0.8845   285.1
0.4837        -157.8953    -158.7821       0.8868   285.9
0.4838        -157.8949    -158.7818       0.8869   285.9
0.4839        -157.8957    -158.7816       0.8860   285.6
0.4840        -157.8962    -158.7812       0.8850   285.3
0.4841        -157.8982    -158.7811       0.8829   284.6
0.4842        -157.8979    -158.7805       0.8826   284.5
0.4843        -157.8984    -158.7802       0.8818   284.3
0.4844        -157.9014    -158.7797       0.8782   283.1
0.4845        -157.8995    -158.7794       0.8799   283.6
0.4846        -157.8973    -158.7787       0.8814   284.1
0.4847        -157.8947    -158.7783       0.8835   284.8
0.4848        -157.8959    -158.7783       0.8823   284.4
0.4849        -157.8944    -158.7772       0.8827   284.5
0.4850        -157.8984    -158.7765       0.8781   283.0
0.4851        -157.8989    -158.7761       0.8772   282.8
0.4852        -157.8978    -158.7753       0.8775   282.9
0.4853        -157.8960    -158.7751       0.8791   283.4
0.4854        -157.8938    -158.7742       0.8805   283.8
0.4855        -157.8951    -158.7736       0.8785   283.2
0.4856        -157.8944    -158.7731       0.8788   283.3
0.4857        -157.8947    -158.7724       0.8776   282.9
0.4858        -157.8983    -158.7719       0.8736   281.6
0.4859        -157.8979    -158.7710       0.8732   281.5
0.4860        -157.8977    -158.7706       0.8729   281.4
0.4861        -157.8986    -158.7698       0.8712   280.8
0.4862        -157.8984    -158.7695       0.8711   280.8
0.4863        -157.8945    -158.7686       0.8741   281.8
0.4864        -157.8941    -158.7683       0.8742   281.8
0.4865        -157.8967    -158.7676       0.8709   280.7
0.4866        -157.8968    -158.7671       0.8702   280.5
0.4867        -157.8966    -158.7666       0.8699   280.4
0.4868        -157.8964    -158.7661       0.8697   280.3
0.4869        -157.8970    -158.7656       0.8687   280.0
0.4870        -157.8968    -158.7651       0.8683   279.9
0.4871        -157.8991    -158.7648       0.8658   279.1
0.4872        -157.9015    -158.7643       0.8629   278.1
0.4873        -157.9028    -158.7640       0.8612   277.6
0.4874        -157.9025    -158.7635       0.8610   277.5
0.4875        -157.9009    -158.7634       0.8625   278.0
0.4876        -157.8998    -158.7629       0.8631   278.2
0.4877        -157.9029    -158.7627       0.8598   277.2
0.4878        -157.9043    -158.7624       0.8581   276.6
0.4879        -157.9059    -158.7623       0.8564   276.1
0.4880        -157.9056    -158.7620       0.8564   276.0
0.4881        -157.9063    -158.7620       0.8557   275.8
0.4882        -157.9052    -158.7619       0.8568   276.2
0.4883        -157.9013    -158.7619       0.8605   277.4
0.4884        -157.9002    -158.7621       0.8618   277.8
0.4885        -157.8999    -158.7618       0.8619   277.8
0.4886        -157.9009    -158.7622       0.8612   277.6
0.4887        -157.9017    -158.7622       0.8605   277.4
0.4888        -157.9026    -158.7624       0.8598   277.2
0.4889        -157.9034    -158.7626       0.8592   277.0
0.4890        -157.9038    -158.7631       0.8592   277.0
0.4891        -157.9065    -158.7634       0.8568   276.2
0.4892        -157.9089    -158.7638       0.8549   275.6
0.4893        -157.9080    -158.7642       0.8563   276.0
0.4894        -157.9065    -158.7649       0.8585   276.7
0.4895        -157.9047    -158.7659       0.8611   277.6
0.4896        -157.9040    -158.7660       0.8620   277.9
0.4897        -157.9060    -158.7669       0.8609   277.5
0.4898        -157.9046    -158.7675       0.8628   278.1
0.4899        -157.9038    -158.7684       0.8646   278.7
0.4900        -157.9042    -158.7695       0.8653   278.9
0.4901        -157.9023    -158.7702       0.8679   279.8
0.4902        -157.9013    -158.7712       0.8699   280.4
0.4903        -157.9028    -158.7721       0.8693   280.2
0.4904        -157.9017    -158.7733       0.8716   281.0
0.4905        -157.9010    -158.7743       0.8733   281.5
0.4906        -157.9022    -158.7753       0.8731   281.4
0.4907        -157.9028    -158.7766       0.8739   281.7
0.4908        -157.9022    -158.7776       0.8754   282.2
0.4909        -157.9042    -158.7795       0.8753   282.2
0.4910        -157.9051    -158.7801       0.8750   282.1
0.4911        -157.9038    -158.7813       0.8775   282.8
0.4912        -157.9029    -158.7826       0.8797   283.6
0.4913        -157.9026    -158.7839       0.8813   284.1
0.4914        -157.9041    -158.7853       0.8813   284.1
0.4915        -157.9038    -158.7865       0.8827   284.5
0.4916        -157.9037    -158.7880       0.8843   285.1
0.4917        -157.9074    -158.7894       0.8820   284.3
0.4918        -157.9080    -158.7912       0.8832   284.7
0.4919        -157.9074    -158.7921       0.8848   285.2
0.4920        -157.9049    -158.7937       0.8888   286.5
0.4921        -157.9045    -158.7951       0.8906   287.1
0.4922        -157.9063    -158.7970       0.8908   287.1
0.4923        -157.9064    -158.7986       0.8921   287.6
0.4924        -157.9069    -158.7995       0.8925   287.7
0.4925        -157.9050    -158.8011       0.8961   288.9
0.4926        -157.9064    -158.8025       0.8961   288.9
0.4927        -157.9071    -158.8040       0.8968   289.1
0.4928        -157.9072    -158.8055       0.8983   289.6
0.4929        -157.9092    -158.8070       0.8978   289.4
0.4930        -157.9074    -158.8086       0.9012   290.5
0.4931        -157.9051    -158.8102       0.9051   291.7
0.4932        -157.9075    -158.8119       0.9044   291.5
0.4933        -157.9081    -158.8136       0.9055   291.9
0.4934        -157.9081    -158.8150       0.9068   292.3
0.4935        -157.9070    -158.8167       0.9097   293.2
0.4936        -157.9046    -158.8182       0.9135   294.5
0.4937        -157.9047    -158.8201       0.9154   295.1
0.4938        -157.9068    -158.8214       0.9146   294.8
0.4939        -157.9078    -158.8230       0.9152   295.0
0.4940        -157.9048    -158.8245       0.9197   296.4
0.4941        -157.9043    -158.8261       0.9218   297.1
0.4942        -157.9059    -158.8275       0.9216   297.1
0.4943        -157.9037    -158.8290       0.9253   298.3
0.4944        -157.9035    -158.8305       0.9270   298.8
0.4945        -157.9025    -158.8319       0.9293   299.6
0.4946        -157.9038    -158.8333       0.9295   299.6
0.4947        -157.9038    -158.8348       0.9310   300.1
0.4948        -157.9037    -158.8361       0.9324   300.5
0.4949        -157.9052    -158.8376       0.9324   300.6
0.4950        -157.9047    -158.8390       0.9344   301.2
0.4951        -157.9055    -158.8402       0.9346   301.3
0.4952        -157.9053    -158.8414       0.9361   301.8
0.4953        -157.9050    -158.8427       0.9377   302.3
0.4954        -157.9041    -158.8439       0.9398   302.9
0.4955        -157.9044    -158.8450       0.9406   303.2
0.4956        -157.9025    -158.8462       0.9438   304.2
0.4957        -157.9034    -158.8476       0.9442   304.3
0.4958        -157.9014    -158.8483       0.9469   305.2
0.4959        -157.8998    -158.8493       0.9495   306.1
0.4960        -157.8990    -158.8504       0.9514   306.7
0.4961        -157.8974    -158.8511       0.9537   307.4
0.4962        -157.8982    -158.8521       0.9539   307.5
0.4963        -157.8976    -158.8528       0.9552   307.9
0.4964        -157.8986    -158.8535       0.9549   307.8
0.4965        -157.8973    -158.8544       0.9571   308.5
0.4966        -157.8988    -158.8552       0.9564   308.3
0.4967        -157.8983    -158.8561       0.9578   308.7
0.4968        -157.8967    -158.8564       0.9597   309.4
0.4969        -157.8972    -158.8571       0.9599   309.4
0.4970        -157.8967    -158.8575       0.9609   309.7
0.4971        -157.8992    -158.8582       0.9589   309.1
0.4972        -157.8999    -158.8585       0.9586   309.0
0.4973        -157.9001    -158.8591       0.9590   309.1
0.4974        -157.8993    -158.8593       0.9600   309.5
0.4975        -157.9006    -158.8600       0.9595   309.3
0.4976        -157.8997    -158.8600       0.9603   309.5
0.4977        -157.8998    -158.8603       0.9605   309.6
0.4978        -157.9011    -158.8605       0.9594   309.3
0.4979        -157.9010    -158.8606       0.9597   309.3
0.4980        -157.9035    -158.8608       0.9573   308.6
0.4981        -157.9033    -158.8609       0.9576   308.7
0.4982        -157.9039    -158.8610       0.9571   308.5
0.4983        -157.9069    -158.8610       0.9542   307.6
0.4984        -157.9059    -158.8610       0.9552   307.9
0.4985        -157.9066    -158.8611       0.9545   307.7
0.4986        -157.9052    -158.8610       0.9558   308.1
0.4987        -157.9034    -158.8610       0.9576   308.7
0.4988        -157.9019    -158.8613       0.9594   309.3
0.4989        -157.9020    -158.8611       0.9590   309.1
0.4990        -157.9017    -158.8609       0.9592   309.2
0.4991        -157.9028    -158.8609       0.9581   308.8
0.4992        -157.9028    -158.8606       0.9579   308.8
0.4993        -157.9002    -158.8604       0.9602   309.5
0.4994        -157.9019    -158.8601       0.9582   308.9
0.4995        -157.9055    -158.8599       0.9544   307.6
0.4996        -157.9062    -158.8596       0.9534   307.3
0.4997        -157.9059    -158.8594       0.9535   307.4
0.4998        -157.9044    -158.8595       0.9551   307.9
0.4999        -157.9015    -158.8590       0.9575   308.7
0.5000        -157.8995    -158.8587       0.9593   309.2
0.5001        -157.8993    -158.8584       0.9591   309.2
0.5002        -157.8984    -158.8581       0.9597   309.3
0.5003        -157.8983    -158.8579       0.9596   309.3
0.5004        -157.8979    -158.8576       0.9597   309.4
0.5005        -157.8989    -158.8574       0.9584   309.0
0.5006        -157.8986    -158.8571       0.9584   309.0
0.5007        -157.8999    -158.8569       0.9570   308.5
0.5008        -157.8985    -158.8566       0.9581   308.8
0.5009        -157.8967    -158.8565       0.9598   309.4
0.5010        -157.8964    -158.8563       0.9599   309.4
0.5011        -157.8940    -158.8558       0.9618   310.0
0.5012        -157.8946    -158.8556       0.9611   309.8
0.5013        -157.8931    -158.8554       0.9623   310.2
0.5014        -157.8931    -158.8553       0.9622   310.2
0.5015        -157.8931    -158.8550       0.9620   310.1
0.5016        -157.8907    -158.8549       0.9642   310.8
0.5017        -157.8894    -158.8547       0.9654   311.2
0.5018        -157.8885    -158.8546       0.9661   311.4
0.5019        -157.8904    -158.8545       0.9641   310.8
0.5020        -157.8921    -158.8544       0.9623   310.2
0.5021        -157.8932    -158.8543       0.9612   309.8
0.5022        -157.8952    -158.8547       0.9595   309.3
0.5023        -157.8968    -158.8547       0.9580   308.8
0.5024        -157.8982    -158.8545       0.9562   308.2
0.5025        -157.8989    -158.8546       0.9558   308.1
0.5026        -157.8992    -158.8548       0.9555   308.0
0.5027        -157.9005    -158.8549       0.9544   307.7
0.5028        -157.9016    -158.8549       0.9532   307.3
0.5029        -157.9037    -158.8555       0.9518   306.8
0.5030        -157.9047    -158.8553       0.9506   306.4
0.5031        -157.9040    -158.8554       0.9514   306.7
0.5032        -157.9043    -158.8558       0.9515   306.7
0.5033        -157.9019    -158.8560       0.9542   307.6
0.5034        -157.9024    -158.8566       0.9542   307.6
0.5035        -157.9020    -158.8571       0.9550   307.9
0.5036        -157.9047    -158.8572       0.9526   307.1
0.5037        -157.9050    -158.8576       0.9525   307.0
0.5038        -157.9060    -158.8581       0.9521   306.9
0.5039        -157.9073    -158.8586       0.9513   306.6
0.5040        -157.9066    -158.8588       0.9522   306.9
0.5041        -157.9091    -158.8592       0.9501   306.3
0.5042        -157.9119    -158.8597       0.9478   305.5
0.5043        -157.9126    -158.8602       0.9476   305.5
0.5044        -157.9123    -158.8605       0.9483   305.7
0.5045        -157.9103    -158.8611       0.9508   306.5
0.5046        -157.9107    -158.8616       0.9508   306.5
0.5047        -157.9107    -158.8621       0.9514   306.7
0.5048        -157.9140    -158.8627       0.9487   305.8
0.5049        -157.9154    -158.8633       0.9479   305.5
0.5050        -157.9173    -158.8639       0.9466   305.1
0.5051        -157.9184    -158.8646       0.9462   305.0
0.5052        -157.9211    -158.8652       0.9441   304.3
0.5053        -157.9221    -158.8661       0.9440   304.3
0.5054        -157.9246    -158.8667       0.9421   303.7
0.5055        -157.9257    -158.8673       0.9416   303.5
0.5056        -157.9248    -158.8681       0.9433   304.1
0.5057        -157.9272    -158.8688       0.9416   303.5
0.5058        -157.9258    -158.8695       0.9437   304.2
0.5059        -157.9248    -158.8702       0.9455   304.8
0.5060        -157.9301    -158.8710       0.9409   303.3
0.5061        -157.9285    -158.8717       0.9433   304.1
0.5062        -157.9307    -158.8725       0.9418   303.6
0.5063        -157.9261    -158.8731       0.9471   305.3
0.5064        -157.9240    -158.8740       0.9500   306.2
0.5065        -157.9222    -158.8747       0.9525   307.0
0.5066        -157.9220    -158.8753       0.9532   307.3
0.5067        -157.9240    -158.8761       0.9522   306.9
0.5068        -157.9223    -158.8768       0.9545   307.7
0.5069        -157.9237    -158.8777       0.9540   307.5
0.5070        -157.9240    -158.8784       0.9544   307.6
0.5071        -157.9235    -158.8792       0.9557   308.1
0.5072        -157.9254    -158.8799       0.9545   307.7
0.5073        -157.9199    -158.8808       0.9609   309.7
0.5074        -157.9219    -158.8814       0.9595   309.3
0.5075        -157.9204    -158.8823       0.9619   310.1
0.5076        -157.9207    -158.8830       0.9623   310.2
0.5077        -157.9206    -158.8837       0.9630   310.4
0.5078        -157.9237    -158.8844       0.9607   309.7
0.5079        -157.9238    -158.8852       0.9614   309.9
0.5080        -157.9254    -158.8859       0.9606   309.6
0.5081        -157.9282    -158.8867       0.9585   309.0
0.5082        -157.9265    -158.8875       0.9610   309.8
0.5083        -157.9245    -158.8883       0.9638   310.7
0.5084        -157.9248    -158.8890       0.9643   310.8
0.5085        -157.9256    -158.8898       0.9642   310.8
0.5086        -157.9241    -158.8906       0.9665   311.6
0.5087        -157.9228    -158.8914       0.9687   312.2
0.5088        -157.9232    -158.8922       0.9690   312.4
0.5089        -157.9220    -158.8929       0.9709   313.0
0.5090        -157.9222    -158.8937       0.9715   313.2
0.5091        -157.9227    -158.8944       0.9717   313.2
0.5092        -157.9264    -158.8952       0.9688   312.3
0.5093        -157.9262    -158.8961       0.9699   312.6
0.5094        -157.9271    -158.8970       0.9699   312.6
0.5095        -157.9259    -158.8978       0.9719   313.3
0.5096        -157.9265    -158.8984       0.9720   313.3
0.5097        -157.9261    -158.8994       0.9733   313.7
0.5098        -157.9261    -158.9002       0.9740   314.0
0.5099        -157.9270    -158.9009       0.9739   313.9
0.5100        -157.9267    -158.9018       0.9751   314.3
0.5101        -157.9285    -158.9026       0.9741   314.0
0.5102        -157.9287    -158.9036       0.9749   314.2
0.5103        -157.9295    -158.9044       0.9749   314.3
0.5104        -157.9303    -158.9053       0.9750   314.3
0.5105        -157.9284    -158.9062       0.9778   315.2
0.5106        -157.9301    -158.9071       0.9770   314.9
0.5107        -157.9316    -158.9080       0.9764   314.7
0.5108        -157.9337    -158.9089       0.9751   314.3
0.5109        -157.9312    -158.9098       0.9787   315.5
0.5110        -157.9340    -158.9108       0.9769   314.9
0.5111        -157.9351    -158.9118       0.9767   314.8
0.5112        -157.9366    -158.9128       0.9762   314.7
0.5113        -157.9365    -158.9138       0.9773   315.0
0.5114        -157.9380    -158.9148       0.9768   314.9
0.5115        -157.9368    -158.9158       0.9790   315.6
0.5116        -157.9353    -158.9168       0.9815   316.4
0.5117        -157.9350    -158.9179       0.9829   316.8
0.5118        -157.9336    -158.9191       0.9855   317.7
0.5119        -157.9341    -158.9200       0.9859   317.8
0.5120        -157.9330    -158.9214       0.9884   318.6
0.5121        -157.9317    -158.9224       0.9907   319.3
0.5122        -157.9343    -158.9234       0.9891   318.8
0.5123        -157.9358    -158.9246       0.9888   318.8
0.5124        -157.9378    -158.9258       0.9880   318.5
0.5125        -157.9372    -158.9270       0.9898   319.0
0.5126        -157.9358    -158.9283       0.9925   319.9
0.5127        -157.9353    -158.9291       0.9939   320.4
0.5128        -157.9378    -158.9304       0.9926   320.0
0.5129        -157.9334    -158.9315       0.9982   321.8
0.5130        -157.9317    -158.9328       1.0010   322.7
0.5131        -157.9290    -158.9340       1.0050   324.0
0.5132        -157.9310    -158.9353       1.0042   323.7
0.5133        -157.9305    -158.9364       1.0060   324.3
0.5134        -157.9320    -158.9377       1.0057   324.2
0.5135        -157.9330    -158.9389       1.0059   324.3
